zip,latitude,longitude
06783,41.5509,-73.2993
06798,41.5521,-73.2083
06070,41.8759,-72.8012
06755,41.6486,-73.4835
06757,41.7316,-73.4583
06107,41.7556,-72.7532
06002,41.8316,-72.7249
06118,41.7472,-72.6103
06119,41.7628,-72.7268
06759,41.7541,-73.2
06793,41.6296,-73.2884
06112,41.7905,-72.6964
06750,41.7215,-73.252
06039,41.9516,-73.4377
06001,41.7905,-72.8653
06790,41.8131,-73.1156
06795,41.6057,-73.1221
06042,41.7966,-72.5292
06111,41.686,-72.7296
06489,41.6052,-72.8727
06796,41.8689,-73.3313
06051,41.6667,-72.7722
06110,41.7326,-72.7337
06053,41.6867,-72.7908
06078,41.99,-72.642
06702,41.5566,-73.0385
06040,41.7777,-72.5244
06447,41.6412,-72.4609
06472,41.3962,-72.7809
06114,41.7403,-72.6807
06763,41.6881,-73.1765
06108,41.7803,-72.618
06120,41.786,-72.6758
06777,41.6903,-73.3103
06052,41.6588,-72.7989
06092,41.8718,-72.8577
06109,41.7013,-72.6763
06088,41.9099,-72.6029
06013,41.7573,-72.9444
06457,41.5569,-72.6652
06085,41.7477,-72.8874
06417,41.3765,-72.4486
06033,41.7073,-72.5727
06475,41.2913,-72.385
06455,41.5168,-72.7186
06035,41.9602,-72.7994
06067,41.6583,-72.6632
06481,41.5341,-72.6997
06424,41.5761,-72.5093
06105,41.7691,-72.701
06438,41.4627,-72.505
06093,42.0115,-72.7362
06082,41.989,-72.5652
06073,41.6571,-72.5722
06498,41.2927,-72.4563
06117,41.79,-72.7457
06423,41.4696,-72.4059
06006,41.8526,-72.6437
06016,41.9042,-72.5444
06026,41.9322,-72.7459
06416,41.6105,-72.6663
06019,41.8384,-72.8987
06090,41.9556,-72.862
06091,42.0076,-72.9707
06096,41.9261,-72.6458
06333,41.3668,-72.233
06098,41.9252,-73.0663
06037,41.6215,-72.7457
06480,41.5852,-72.6128
06479,41.5797,-72.899
06074,41.8341,-72.5576
06103,41.7672,-72.676
06756,41.8335,-73.2429
06414,41.5667,-72.5581
06089,41.8372,-72.8253
06412,41.4049,-72.4643
06469,41.5078,-72.4419
06752,41.5287,-73.3609
06419,41.3696,-72.5712
06426,41.3549,-72.3965
06357,41.3253,-72.2108
20002,38.9024,-76.9901
20032,38.8338,-76.9995
20024,38.8759,-77.016
20011,38.9518,-77.0203
20009,38.9202,-77.0375
20018,38.9277,-76.9762
20016,38.9381,-77.086
20007,38.9144,-77.074
20017,38.9367,-76.994
20003,38.8829,-76.9895
20008,38.9363,-77.0599
20019,38.8902,-76.9376
20037,38.9014,-77.0504
20001,38.9122,-77.0177
20015,38.9658,-77.068
20020,38.86,-76.9742
20036,38.9087,-77.0414
20012,38.9757,-77.0282
20005,38.9067,-77.0312
20010,38.9327,-77.0322
20004,38.893,-77.0263
20006,38.8964,-77.0447
00501,40.8154,-73.0451
19975,38.4654,-75.1573
33009,25.985,-80.1407
33139,25.7873,-80.1564
33311,26.1421,-80.1728
33027,25.9974,-80.3248
33133,25.7378,-80.2248
33304,26.1387,-80.1218
33130,25.7672,-80.2059
33179,25.9571,-80.1814
33140,25.8198,-80.1337
33025,25.9921,-80.2712
33010,25.8325,-80.2808
33319,26.1848,-80.2406
33150,25.8512,-80.207
33155,25.7392,-80.3103
33180,25.9597,-80.1403
33144,25.7626,-80.3096
33056,25.942,-80.2456
33175,25.7341,-80.4068
33014,25.8963,-80.3063
33193,25.6964,-80.4401
33069,26.2288,-80.1635
33127,25.8143,-80.2051
33131,25.7629,-80.1895
33162,25.9286,-80.183
33323,26.152,-80.3165
33183,25.7,-80.413
33015,25.9388,-80.3165
33177,25.5968,-80.4046
33028,26.0185,-80.3449
33126,25.7763,-80.2919
33020,26.0161,-80.1517
33186,25.6694,-80.4085
33142,25.813,-80.232
33023,25.9894,-80.2153
33137,25.8156,-80.1897
33190,25.5593,-80.3483
33146,25.7205,-80.2728
33161,25.8934,-80.1758
33029,25.9924,-80.4089
33138,25.8521,-80.1821
33154,25.7907,-80.13
33334,26.1845,-80.1344
33178,25.8141,-80.3549
33141,25.8486,-80.1446
33165,25.7343,-80.3588
33156,25.6682,-80.2973
33024,26.0296,-80.2489
33308,26.0984,-80.1822
33185,25.7274,-80.4497
33132,25.7867,-80.18
33149,25.6921,-80.1625
33135,25.7664,-80.2317
33196,25.6615,-80.441
33305,26.1497,-80.1229
33309,26.1817,-80.1746
33315,26.0989,-80.1541
33173,25.6992,-80.3618
33326,26.1158,-80.3681
33019,26.007,-80.1219
33134,25.768,-80.2714
33176,25.6574,-80.3627
33157,25.6062,-80.3426
33068,26.216,-80.2205
33312,26.0968,-80.181
33324,26.1255,-80.2644
33331,26.048,-80.3749
33032,25.5303,-80.3918
33322,26.1502,-80.2745
33021,26.0218,-80.1891
33129,25.7559,-80.2013
33033,25.4906,-80.438
33172,25.7735,-80.3572
33125,25.7825,-80.2341
33145,25.7539,-80.2253
33167,25.8856,-80.2292
33060,26.2315,-80.1235
33143,25.7022,-80.2978
33064,26.2785,-80.1157
33066,26.2535,-80.1775
33013,25.8594,-80.2725
33316,26.1042,-80.126
33018,25.9098,-80.3889
33321,26.212,-80.2696
33063,26.2674,-80.2092
33174,25.7628,-80.3611
33169,25.9441,-80.2144
33054,25.9097,-80.247
33182,25.7877,-80.4166
33181,25.8965,-80.157
33055,25.9476,-80.2778
33166,25.8301,-80.2926
33016,25.8803,-80.3368
33136,25.7864,-80.2042
33004,26.0476,-80.1447
33147,25.8507,-80.2366
33314,26.0697,-80.2246
33122,25.8001,-80.281
33062,26.2343,-80.0941
33301,26.1216,-80.1288
33034,25.2846,-80.6246
33067,26.3033,-80.2415
33184,25.7574,-80.403
33170,25.5584,-80.4582
33071,26.2435,-80.2601
33012,25.8654,-80.3059
33194,25.5584,-80.4582
33328,26.0671,-80.2723
33189,25.573,-80.3374
33317,26.1122,-80.2264
33035,25.4573,-80.4572
33168,25.8902,-80.2101
33030,25.4766,-80.4839
33441,26.3096,-80.0992
33158,25.6364,-80.3187
33325,26.1097,-80.3215
33313,26.1487,-80.2075
33351,26.1793,-80.2746
33330,26.0663,-80.3339
33076,26.3168,-80.2753
32822,28.4944,-81.2902
33510,27.9551,-82.2966
33031,25.5323,-80.5075
32833,28.5088,-81.0703
32926,28.391,-80.787
33837,28.1963,-81.6079
34747,28.3037,-81.5898
33844,28.1145,-81.6201
34746,28.268,-81.4675
32836,28.4115,-81.525
33616,27.8742,-82.5203
34787,28.5423,-81.5911
33897,28.3112,-81.6643
33896,28.2531,-81.6509
32825,28.5469,-81.2571
34743,28.3306,-81.3544
33859,27.8774,-81.6221
33187,25.596,-80.507
32821,28.3957,-81.4666
33073,26.2997,-80.181
33128,25.7756,-80.2089
33624,28.079,-82.5268
34786,28.5006,-81.5354
32828,28.5523,-81.1795
32837,28.3949,-81.4179
34761,28.5837,-81.5326
34744,28.3078,-81.3681
32810,28.6214,-81.4294
32792,28.5974,-81.3036
34759,28.0946,-81.499
32806,28.514,-81.357
32835,28.5289,-81.4787
32839,28.4871,-81.4082
32807,28.5515,-81.3051
32935,28.1384,-80.6524
32811,28.5163,-81.4516
32824,28.3932,-81.3622
32827,28.4317,-81.343
32712,28.712,-81.5136
33534,27.8411,-82.3698
32789,28.5978,-81.3534
34758,28.1984,-81.487
32817,28.5891,-81.2277
33332,26.0596,-80.4146
32819,28.4522,-81.4678
33026,26.0229,-80.2974
34741,28.3051,-81.4242
32703,28.6354,-81.4888
32803,28.5559,-81.3535
33306,26.1656,-80.1118
32832,28.3774,-81.1888
33838,28.0194,-81.6212
32809,28.4637,-81.3948
32808,28.5803,-81.4396
34772,28.1905,-81.2645
32801,28.5399,-81.3727
32907,28.0168,-80.6739
33327,26.1168,-80.4156
32805,28.5302,-81.4045
32804,28.5754,-81.3955
32826,28.5826,-81.1907
32812,28.4998,-81.3288
32829,28.4671,-81.2417
32922,28.3672,-80.7465
33803,28.014,-81.9523
33414,26.6587,-80.2414
32904,28.0673,-80.678
33410,26.8234,-80.1387
32940,28.2061,-80.685
33432,26.3462,-80.0844
33433,26.3464,-80.1564
33065,26.2729,-80.2603
33417,26.7197,-80.1248
33409,26.7162,-80.0965
33411,26.6644,-80.1741
33404,26.7832,-80.0638
33418,26.8234,-80.1387
33469,26.9831,-80.108
33614,28.0091,-82.5034
33412,26.8055,-80.2482
33881,28.0452,-81.7325
33444,26.4564,-80.0793
33460,26.6182,-80.056
32905,28.0313,-80.5995
33635,28.0301,-82.6048
33629,27.921,-82.5079
33805,28.072,-81.9609
33602,27.9614,-82.4597
33558,28.1474,-82.5152
33426,26.5175,-80.0834
33579,27.8024,-82.2755
33578,27.8633,-82.3499
33604,28.0173,-82.4578
33463,26.5955,-80.1291
32765,28.6513,-81.2066
33801,28.0381,-81.9392
32746,28.7577,-81.3508
32707,28.6617,-81.3122
32726,28.855,-81.6789
33569,27.845,-82.3125
33415,26.656,-80.126
32776,28.8035,-81.5323
33407,26.7492,-80.0725
33570,27.7015,-82.4355
33458,26.9339,-80.1201
33596,27.8925,-82.243
33860,27.902,-82.0015
33511,27.9056,-82.2881
33480,26.7206,-80.0388
34714,28.4113,-81.7812
33647,28.1147,-82.3678
33434,26.3839,-80.1749
32751,28.6255,-81.3646
32771,28.8013,-81.285
33868,28.1987,-81.8083
33446,26.4517,-80.158
33462,26.5747,-80.0794
33613,28.0772,-82.4455
34711,28.5525,-81.7574
33898,27.8643,-81.5719
33428,26.3446,-80.2109
34736,28.5644,-81.8745
33496,26.403,-80.1813
33435,26.5254,-80.061
34788,28.8887,-81.7827
34771,28.273,-81.2003
33487,26.4116,-80.0928
32814,28.5702,-81.3265
34715,28.6259,-81.7306
33637,28.0338,-82.3659
33486,26.3481,-80.1104
33610,27.9951,-82.4046
33625,28.0726,-82.559
33615,28.0081,-82.5805
33573,27.7147,-82.3538
33559,28.1801,-82.4169
33461,26.6232,-80.0946
33408,26.8289,-80.0603
33634,28.0068,-82.556
33401,26.7165,-80.0679
33618,28.0763,-82.4852
33598,27.7015,-82.3151
33467,26.6104,-80.1683
33810,28.1479,-82.0372
33549,28.1367,-82.461
34748,28.808,-81.8858
32732,28.7503,-81.1114
33619,27.9382,-82.3756
33477,26.9217,-80.077
33609,27.9425,-82.5057
33612,28.0502,-82.45
33594,27.9408,-82.242
33584,27.9922,-82.2863
33445,26.4564,-80.1054
32724,29.0422,-81.2863
33617,28.0384,-82.3949
33607,27.9625,-82.4895
33572,27.7716,-82.4102
32818,28.5801,-81.4846
33626,28.0509,-82.6164
33472,26.5384,-80.1856
33101,25.7791,-80.1978
33815,28.0496,-82.0069
33498,26.3907,-80.2161
33473,26.5088,-80.1896
33606,27.9475,-82.4584
33850,28.0895,-81.7271
34773,28.1293,-81.0176
32773,28.7644,-81.282
33470,26.7383,-80.276
32909,27.9694,-80.6473
33543,28.2397,-82.3279
33547,27.8293,-82.1357
32927,28.4566,-80.7978
32757,28.774,-81.6439
33484,26.4543,-80.1346
32750,28.712,-81.3552
33556,28.1421,-82.5905
33437,26.5312,-80.1418
33813,27.9611,-81.9398
32736,28.9102,-81.5235
32714,28.6625,-81.4117
33811,27.9865,-82.0139
33605,27.9671,-82.4334
34638,28.2478,-82.4962
33611,27.8914,-82.5067
33483,26.4546,-80.0656
32708,28.6831,-81.2814
33436,26.5354,-80.1124
32903,28.1091,-80.5787
33603,27.9845,-82.463
33848,28.2774,-81.5069
33442,26.3124,-80.1412
33823,28.0724,-81.8122
32934,28.1331,-80.7112
32953,28.3888,-80.7301
33830,27.8957,-81.8127
33405,26.67,-80.0582
34753,28.583,-81.8941
33431,26.3799,-80.0975
33406,26.6396,-80.0827
33413,26.6555,-80.1596
32920,28.3903,-80.6043
32713,28.8846,-81.3065
33548,28.1385,-82.4821
33566,28.0094,-82.1138
33109,25.7588,-80.1376
32778,28.801,-81.734
33592,28.0617,-82.3082
33884,27.981,-81.6736
33403,26.8035,-80.0756
34769,28.248,-81.2876
32951,28.0219,-80.5389
32952,28.2764,-80.6568
33880,27.9873,-81.7625
32701,28.6666,-81.365
33812,27.9729,-81.8931
33478,26.9212,-80.2144
32730,28.6513,-81.3418
34737,28.6971,-81.7976
32117,29.2353,-81.0658
33544,28.2397,-82.3279
34734,28.5384,-81.5208
32779,28.7168,-81.4126
33449,26.6048,-80.2149
32766,28.6607,-81.1134
34667,28.3648,-82.6757
33770,27.917,-82.8027
34698,28.0284,-82.7794
33567,27.922,-82.1216
34216,27.5291,-82.7317
34639,28.2258,-82.4547
33767,27.9598,-82.8286
33764,27.916,-82.7343
33716,27.8738,-82.64
34211,27.45,-82.3773
33771,27.9085,-82.7568
34212,27.4978,-82.4101
34221,27.5429,-82.563
33762,27.8942,-82.6746
34207,27.4394,-82.5778
33781,27.8387,-82.7151
33703,27.817,-82.6264
33765,27.9902,-82.7433
33707,27.7549,-82.7208
33713,27.789,-82.6779
34228,27.4125,-82.659
32908,27.9816,-80.6894
33755,27.9781,-82.7815
33701,27.7723,-82.6386
34219,27.5572,-82.396
33776,27.8505,-82.8263
34685,28.0967,-82.6964
34222,27.5382,-82.5006
33714,27.8176,-82.6776
33702,27.8427,-82.6448
34683,28.0662,-82.7585
34677,28.046,-82.6848
33777,27.8688,-82.7344
33760,27.9004,-82.7152
34684,28.0848,-82.7253
34205,27.4841,-82.5834
33773,27.8802,-82.7534
34203,27.4547,-82.5359
33708,27.8116,-82.8014
33715,27.6705,-82.7119
33711,27.7465,-82.6897
34760,28.5547,-81.6322
34202,27.4067,-82.39
33705,27.7391,-82.6435
34688,28.1458,-82.6825
33704,27.7954,-82.6373
33785,27.8868,-82.8435
33774,27.8839,-82.8265
33782,27.8681,-82.7086
33761,28.031,-82.7239
33527,27.992,-82.2138
33756,27.947,-82.7943
32129,29.1372,-81.0241
32820,28.5725,-81.1219
34691,28.1913,-82.756
34209,27.4759,-82.6167
34610,28.4079,-82.5398
33710,27.7898,-82.7243
33706,27.7456,-82.7516
33565,28.0699,-82.1576
33712,27.7353,-82.6663
34208,27.4678,-82.512
34114,26.0143,-81.5856
33914,26.5557,-82.0206
34134,26.3626,-81.8183
33903,26.693,-81.9125
34145,25.9388,-81.6968
34135,26.3771,-81.7334
34112,26.1184,-81.7361
33841,27.7464,-81.7823
34113,26.0426,-81.7182
33904,26.6065,-81.9502
32816,28.5663,-81.2608
33913,26.5228,-81.7065
34120,26.3304,-81.5871
34116,26.1873,-81.711
34251,27.3648,-82.1849
34109,26.2534,-81.7644
34119,26.2665,-81.7146
33993,26.6786,-82.0254
34141,25.8734,-81.1599
33917,26.7357,-81.8435
34117,26.1156,-81.5239
34138,25.8129,-81.362
34210,27.4544,-82.6358
33974,26.5677,-81.5954
34103,26.1917,-81.8039
33966,26.5824,-81.832
33936,26.5936,-81.6619
34105,26.1938,-81.7636
33919,26.5567,-81.9034
33990,26.6265,-81.9677
34689,28.1385,-82.743
33912,26.4972,-81.8246
34110,26.2823,-81.7573
33908,26.5025,-81.9276
33709,27.8201,-82.7308
33916,26.6466,-81.8429
33991,26.6281,-82.0182
34104,26.1529,-81.7417
33772,27.8466,-82.7954
33909,26.6939,-81.9452
32159,28.9299,-81.9256
33545,28.2697,-82.2903
34102,26.134,-81.7953
33967,26.4722,-81.8122
33905,26.6693,-81.7605
33928,26.4351,-81.8102
34201,27.4047,-82.4705
33563,28.013,-82.1339
33972,26.6492,-81.6167
34108,26.2416,-81.8071
33541,28.2311,-82.2057
33855,27.798,-81.3572
34217,27.4859,-82.7102
33907,26.5681,-81.8736
33901,26.6204,-81.8725
34243,27.4072,-82.5303
33971,26.6388,-81.6992
33924,26.5215,-82.1802
34695,28.0096,-82.6967
34653,28.2444,-82.6986
33976,26.5952,-81.6849
33957,26.4514,-82.0868
33540,28.2151,-82.1506
32830,28.3822,-81.569
33931,26.4527,-81.9501
32901,28.0691,-80.62
32174,29.2833,-81.0882
34142,26.1844,-81.4152
33920,26.7147,-81.6351
34668,28.3011,-82.6927
34756,28.5972,-81.6794
32725,28.8989,-81.2473
34215,27.4713,-82.6823
33921,26.7545,-82.2611
33965,26.4637,-81.7722
32780,28.5697,-80.8191
32114,29.2012,-81.0371
33778,27.884,-82.8025
33759,27.975,-82.7019
32168,29.0247,-80.9584
32738,28.9093,-81.1922
32720,29.0266,-81.3349
32169,29.0172,-80.8885
34652,28.2326,-82.7327
33809,28.1762,-81.9591
33973,26.602,-81.7311
32955,28.3134,-80.7319
34690,28.1913,-82.7279
33763,28.0173,-82.7461
32118,29.2219,-81.0095
33576,28.3371,-82.2882
33036,24.9233,-80.63
32216,30.2787,-81.5831
32259,30.0815,-81.5477
33956,26.529,-82.0916
32305,30.334,-84.287
32413,30.3105,-85.9106
34233,27.2866,-82.477
34232,27.3262,-82.4724
34242,27.2566,-82.5398
34231,27.2666,-82.5163
34655,28.2129,-82.6807
32949,27.9289,-80.5264
34229,27.1838,-82.4853
34239,27.3111,-82.5195
34238,27.2427,-82.4751
34654,28.3022,-82.6264
34275,27.1384,-82.4518
34235,27.3672,-82.4848
32763,28.9453,-81.2995
34240,27.339,-82.3473
34669,28.3506,-82.6288
34286,27.0748,-82.1756
34237,27.3369,-82.5128
33037,25.0865,-80.4473
33839,27.9787,-81.7564
34288,27.0498,-82.1288
34287,27.0478,-82.2416
34223,26.9667,-82.3599
34470,29.1989,-82.0874
33922,26.6627,-82.1401
34234,27.3688,-82.5268
34236,27.3269,-82.5433
33843,27.7211,-81.5148
34996,27.1929,-80.2164
32963,27.6898,-80.3757
33853,27.9002,-81.5847
34241,27.2822,-82.4181
34285,27.0933,-82.4498
34293,27.0606,-82.352
34292,27.09,-82.37
34762,28.7545,-81.9151
33542,28.2303,-82.1779
34987,27.2606,-80.4771
34291,27.0997,-82.2095
34983,27.3094,-80.345
32950,27.9761,-80.5788
32459,30.3659,-86.2458
32608,29.6132,-82.3873
32221,30.2837,-81.8202
32798,28.7194,-81.5762
30252,33.4768,-84.055
30093,33.906,-84.184
30087,33.8082,-84.1702
30308,33.7718,-84.3757
30039,33.8178,-84.0229
30253,33.451,-84.1544
30126,33.8332,-84.6031
30354,33.6675,-84.3896
30319,33.8687,-84.3351
30305,33.832,-84.3851
30340,33.8932,-84.2539
30274,33.5531,-84.4003
30019,33.9883,-83.8795
30318,33.7865,-84.4454
30328,33.9335,-84.3958
30022,34.0268,-84.2422
30324,33.8206,-84.3549
30339,33.8713,-84.4629
30297,33.6115,-84.3745
30013,33.6436,-83.9684
30080,33.8796,-84.5023
30144,34.0287,-84.6047
30327,33.8627,-84.42
30350,33.9795,-84.3411
30096,33.9845,-84.1529
30038,33.6823,-84.161
30309,33.7984,-84.3883
30083,33.7942,-84.2018
30024,34.0425,-84.0262
30213,33.5648,-84.5809
30092,33.9701,-84.2216
30058,33.7356,-84.1009
30106,33.8369,-84.6307
30349,33.6053,-84.4813
30094,33.6111,-84.0683
30294,33.6166,-84.2939
30344,33.6919,-84.448
30033,33.8123,-84.2819
30519,34.0797,-83.9308
30062,34.0025,-84.4633
30338,33.9669,-84.3249
30329,33.8236,-84.3214
30341,33.8879,-84.2905
30311,33.723,-84.4702
30008,33.8972,-84.592
30281,33.5633,-84.2165
30046,33.9496,-83.9942
30043,34.0031,-84.0126
30342,33.8842,-84.3761
30331,33.7224,-84.5205
30127,33.9135,-84.6859
30030,33.7699,-84.295
30314,33.7561,-84.4255
30005,34.0782,-84.2281
30326,33.8482,-84.3582
30313,33.7683,-84.3935
30047,33.8656,-84.0725
30168,33.7838,-84.5952
30360,33.9378,-84.2716
30076,34.0213,-84.3104
30306,33.786,-84.3514
30337,33.6428,-84.4618
30066,34.0378,-84.5038
30315,33.7051,-84.3808
30021,33.8101,-84.2388
30078,33.8635,-84.0081
30060,33.9382,-84.5403
30075,34.0408,-84.3859
30067,33.9282,-84.4733
30228,33.4124,-84.2947
30004,34.1124,-84.302
30214,33.4679,-84.4806
30303,33.7525,-84.3888
30045,33.9367,-83.9573
30310,33.7278,-84.4232
30346,33.9267,-84.3334
30316,33.7217,-84.3339
30269,33.3915,-84.5635
30082,33.8631,-84.5382
30068,33.9679,-84.4385
30307,33.7691,-84.336
30009,34.077,-84.3033
30101,34.0756,-84.6477
30317,33.7498,-84.3169
30363,33.791,-84.3992
30296,33.5667,-84.4364
30152,33.9951,-84.6544
30097,34.026,-84.147
30518,34.1124,-83.9965
30345,33.8513,-84.287
30312,33.7467,-84.3781
30268,33.5242,-84.679
30044,33.9418,-84.0706
30064,33.9343,-84.6076
30017,33.8901,-83.9632
30236,33.5242,-84.359
30034,33.6954,-84.2489
30291,33.5832,-84.5499
30215,33.3943,-84.4738
30035,33.7278,-84.2143
30032,33.7408,-84.2632
30260,33.5849,-84.3247
30071,33.9381,-84.1972
30088,33.758,-84.1802
30238,33.4944,-84.3797
30336,33.7406,-84.5545
30002,33.7717,-84.2607
30084,33.857,-84.216
30012,33.7192,-84.0021
30102,34.0707,-84.5894
30320,33.6568,-84.4236
30114,34.2505,-84.4909
30115,34.1993,-84.4199
30534,34.4537,-84.155
30188,34.106,-84.5117
30501,34.3073,-83.8256
30506,34.3562,-83.8882
30041,34.2037,-84.1031
30273,33.5808,-84.2782
30504,34.2723,-83.8793
30507,34.2591,-83.7716
30189,34.1281,-84.5717
30028,34.2897,-84.1796
30248,33.3449,-84.0982
30040,34.2321,-84.158
30290,33.4719,-84.5914
30288,33.6369,-84.3371
30107,34.3393,-84.3758
30120,34.187,-84.8204
30183,34.3217,-84.562
30543,34.3001,-83.6757
30566,34.2372,-83.894
30374,33.749,-84.388
30542,34.1819,-83.9024
30072,33.7906,-84.2053
30205,33.2984,-84.4769
31201,32.8095,-83.6168
31407,32.1491,-81.1632
30079,33.7934,-84.2585
30134,33.7606,-84.7477
30121,34.2079,-84.7673
30143,34.462,-84.4759
30527,34.4761,-83.7853
30265,33.3958,-84.7121
30052,33.8769,-83.8968
30521,34.3631,-83.2547
31322,32.1149,-81.252
30554,34.3876,-83.6663
30721,34.7792,-84.9339
30148,34.4398,-84.303
07203,40.653,-74.261
96761,20.9174,-156.6772
60035,42.1794,-87.8059
60707,41.9232,-87.8185
60601,41.8858,-87.6181
60607,41.8721,-87.6578
60646,41.993,-87.7596
60618,41.9464,-87.7042
60544,41.6009,-88.1994
60091,42.0765,-87.7246
60654,41.8923,-87.6373
60827,41.6496,-87.6301
60532,41.7862,-88.0879
60614,41.9229,-87.6483
60617,41.7257,-87.556
60642,41.9008,-87.6528
60005,42.0639,-87.9856
60084,42.2636,-88.1333
60610,41.9033,-87.6336
60472,41.6423,-87.7089
60077,42.0345,-87.7541
60449,41.4191,-87.7748
60445,41.635,-87.7362
60015,42.1705,-87.859
60714,42.0312,-87.8112
60515,41.8034,-88.0138
60521,41.8001,-87.9287
60301,41.8886,-87.7986
60439,41.7074,-87.9756
60443,41.5102,-87.7406
60649,41.762,-87.5703
60613,41.9543,-87.6575
60631,41.9951,-87.8082
60154,41.8524,-87.8845
60201,42.0546,-87.6943
60525,41.7842,-87.8689
60203,42.0485,-87.7176
60612,41.8805,-87.6873
60426,41.6103,-87.6534
60441,41.593,-88.0507
60487,41.5636,-87.8342
60616,41.8426,-87.6306
60402,41.8347,-87.7914
60611,41.8971,-87.6223
60712,42.008,-87.7361
60630,41.9699,-87.7603
60647,41.9209,-87.7043
60651,41.9025,-87.7393
60540,41.7662,-88.141
60565,41.7328,-88.1282
60181,41.8799,-87.9782
60620,41.7411,-87.6543
60026,42.0698,-87.7878
60638,41.7814,-87.7705
60148,41.8721,-88.016
60440,41.6976,-88.0873
60561,41.7434,-87.9805
60068,42.0122,-87.8417
60453,41.7143,-87.7516
60640,41.9719,-87.6624
60422,41.5406,-87.6837
60490,41.679,-88.1403
60010,42.1614,-88.1383
60527,41.7447,-87.9334
60484,41.4418,-87.7101
60605,41.8713,-87.6277
60429,41.5738,-87.6849
60022,42.1333,-87.7615
60061,42.2288,-87.9719
60606,41.8868,-87.6386
60641,41.9453,-87.7474
60118,42.0962,-88.2902
60643,41.6996,-87.6628
60409,41.6153,-87.5483
60110,42.123,-88.2606
60626,42.0095,-87.6689
60031,42.3669,-87.9452
60805,41.722,-87.7024
60093,42.1054,-87.7535
60660,41.9909,-87.6629
60491,41.6028,-87.9599
60478,41.5637,-87.7247
60305,41.8951,-87.8159
60104,41.8825,-87.8786
60645,42.0086,-87.6947
60417,41.439,-87.6027
60615,41.8022,-87.6006
60656,41.9735,-87.8658
60025,42.0758,-87.8223
60558,41.8049,-87.8995
60452,41.6077,-87.7542
60477,41.5825,-87.805
60609,41.8097,-87.6533
60619,41.7458,-87.6054
60139,41.9205,-88.0793
60133,41.9995,-88.1451
60634,41.9463,-87.8061
60190,41.8744,-88.1516
60706,41.9643,-87.8162
60062,42.1254,-87.8465
60644,41.8829,-87.7582
60523,41.8371,-87.9638
60622,41.9019,-87.6779
60637,41.7813,-87.6051
60007,42.0076,-87.9931
60169,42.0493,-88.1065
60137,41.8661,-88.0648
60467,41.6018,-87.8899
60636,41.776,-87.6674
60516,41.7602,-88.0159
60428,41.5998,-87.6906
60458,41.7447,-87.8346
60411,41.5087,-87.5904
60187,41.8724,-88.1123
60475,41.4686,-87.6386
60462,41.6194,-87.8423
60456,41.7311,-87.7315
60655,41.6948,-87.7038
60455,41.7431,-87.8066
60046,42.3813,-87.9991
60406,41.6582,-87.6795
60661,41.8814,-87.643
60559,41.7728,-87.9757
60423,41.5094,-87.8248
60803,41.6721,-87.7357
60608,41.8515,-87.6694
60628,41.6934,-87.6243
60130,41.8744,-87.8106
60415,41.7017,-87.7774
60430,41.5556,-87.6616
60451,41.5067,-87.9631
60124,42.0293,-88.3747
60639,41.9202,-87.7535
60018,42.0155,-87.8687
60448,41.5342,-87.8911
60950,41.2514,-87.8468
60002,42.4648,-88.1178
60143,41.972,-88.0202
60165,41.903,-87.8811
60629,41.7781,-87.7069
60188,41.9178,-88.137
60459,41.7447,-87.7699
60302,41.8925,-87.7895
60480,41.7364,-87.8786
60131,41.9339,-87.8734
60404,41.5076,-88.2169
60108,41.9483,-88.0782
60564,41.704,-88.1952
60623,41.849,-87.7157
60202,42.0302,-87.6865
60563,41.7895,-88.169
60045,42.2374,-87.8482
60107,42.0225,-88.169
60481,41.3078,-88.1467
60099,42.4442,-87.8389
60804,41.8378,-87.7602
60056,42.0624,-87.9377
60585,41.6558,-88.2203
60191,41.9602,-87.981
60653,41.8196,-87.6126
60471,41.4819,-87.7238
60625,41.9703,-87.7042
60304,41.8725,-87.7877
60632,41.8093,-87.7052
60438,41.566,-87.5446
60463,41.6621,-87.7927
60053,42.0431,-87.7899
60431,41.4712,-87.9391
60586,41.5642,-88.2178
60446,41.6404,-88.0696
60185,41.8886,-88.2022
60106,41.9501,-87.945
60506,41.7664,-88.3446
60060,42.2636,-88.0048
60090,42.134,-87.9341
60067,42.1139,-88.0429
60126,41.8927,-87.941
60468,41.3361,-87.7897
60464,41.6624,-87.8521
60419,41.6257,-87.598
60123,42.0376,-88.3186
60101,41.9335,-88.0054
60076,42.0362,-87.7328
60435,41.5454,-88.1299
60503,41.7199,-88.2548
60510,41.8482,-88.3098
60047,42.2165,-88.0769
60155,41.8577,-87.8562
60164,41.9214,-87.8924
60088,42.3032,-87.8642
60633,41.6642,-87.5612
60914,41.1661,-87.879
60436,41.4884,-88.1572
60175,41.9478,-88.3918
60465,41.7004,-87.8263
60162,41.8725,-87.9016
60517,41.7518,-88.0489
60466,41.479,-87.6828
60089,42.1598,-87.9644
60482,41.6895,-87.7863
60603,41.8798,-87.6285
60004,42.112,-87.9792
60659,41.9972,-87.7166
60546,41.8379,-87.8213
60070,42.1058,-87.9395
60069,42.1976,-87.9261
60194,42.0289,-88.1167
60013,42.2196,-88.2426
60160,41.9003,-87.8581
60502,41.7845,-88.2616
60103,41.9794,-88.2063
